weight
-3.785058771597933913e-01
-2.151540894040386565e-02
1.759693406197223031e-01
-2.129911555919228316e-01
-4.631970799397795990e-01
3.869946690329373329e-02
2.062967931117909992e-01
6.925717693141425491e-01
2.604641060602495006e-01
-4.072355634747136799e-01
-1.649292199233489131e-01
-1.097473168139965691e-02
1.544571737008649248e-01
7.981422775975506312e-01
